ds,yhat,sku_id,actual
2024-02-05,0.03933758635504783,46303774477,0
2024-02-12,0.014630152287590563,46303774477,0
2024-02-19,0.002672735918331788,46303774477,0
2024-02-26,0.01901318027719473,46303774477,0
2024-02-05,0.04878338532792736,46303862950,0
2024-02-12,0.04065116502647505,46303862950,0
2024-02-19,0.036228713273189245,46303862950,0
2024-02-26,0.0476446536583306,46303862950,0
2024-02-05,-0.003140977644499665,46303877432,0
2024-02-12,0.07416100493483085,46303877432,0
2024-02-19,0.11896273746732508,46303877432,0
2024-02-26,0.09192400647996127,46303877432,0
2024-02-05,0.07202194769077652,46303948414,0
2024-02-12,0.01810010861625938,46303948414,0
2024-02-19,0.09686267781210339,46303948414,0
2024-02-26,0.2073963888308365,46303948414,0
2024-02-05,0.02676133739276504,46308044959,0
2024-02-12,0.012552550501416515,46308044959,0
2024-02-19,0.16399781840312933,46308044959,0
2024-02-26,0.2914829922494803,46308044959,0
2024-02-05,0.0682111200825676,46310250952,0
2024-02-12,0.04437923709645117,46310250952,0
2024-02-19,0.10745909785025015,46310250952,0
2024-02-26,0.18114627876287612,46310250952,0
2024-02-05,0.10835184291583294,46310280482,0
2024-02-12,0.2664470981708541,46310280482,0
2024-02-19,0.29318568819558477,46310280482,0
2024-02-26,0.22179977877263596,46310280482,0
2024-02-05,0.2473634563750739,46310291987,0
2024-02-12,0.19397317866604213,46310291987,0
2024-02-19,0.19388094110306464,46310291987,0
2024-02-26,0.2668400876982512,46310291987,0
2024-02-05,0.029644186007163065,46310334441,0
2024-02-12,-0.027802100467711865,46310334441,0
2024-02-19,0.09068693609874381,46310334441,0
2024-02-26,0.21084983937342577,46310334441,0
2024-02-05,0.010834705332481431,4636511797,0
2024-02-12,0.13922140215701606,4636511797,0
2024-02-19,0.440877396061849,4636511797,0
2024-02-26,0.5561901808663714,4636511797,0
2024-02-05,0.025671603336507504,46365131910,0
2024-02-12,0.05828923174982087,46365131910,0
2024-02-19,0.13615566343172447,46365131910,0
2024-02-26,0.14022126516838163,46365131910,0
2024-02-05,0.01637879177186579,46381587960,0
2024-02-12,-0.0185393954530957,46381587960,0
2024-02-19,0.0067571502126473545,46381587960,0
2024-02-26,0.04282570404755272,46381587960,0
2024-02-05,0.0926220457096395,46381594945,0
2024-02-12,0.02818546097763435,46381594945,0
2024-02-19,0.006551066226258576,46381594945,0
2024-02-26,0.017790588078808137,46381594945,0
2024-02-05,-0.007134001020085275,46381604933,0
2024-02-12,0.002000185062117122,46381604933,0
2024-02-19,0.020327158276903637,46381604933,0
2024-02-26,0.025608704026842875,46381604933,0
2024-02-05,0.2085493192169937,44400044666,0
2024-02-12,0.3415295337514624,44400044666,0
2024-02-19,0.40062468819328395,44400044666,0
2024-02-26,0.3577066313687228,44400044666,0
2024-02-05,0.17853466124533257,44400044979,0
2024-02-12,0.3302490061565761,44400044979,0
2024-02-19,0.27396493431853713,44400044979,0
2024-02-26,0.1683805472211044,44400044979,0
2024-02-05,0.05903198397382747,44400045247,0
2024-02-12,0.0009252634322864384,44400045247,0
2024-02-19,0.10977632890672234,44400045247,0
2024-02-26,0.23678288741788073,44400045247,0
2024-02-05,0.11560006434989109,44400045545,0
2024-02-12,0.05743825501815064,44400045545,0
